threshold_days,n_patients,imp_mean,hlth_mean,gap,ci_lo,ci_hi,wilcoxon_p
7,48,0.7418447293447293,0.719408831908832,0.02243589743589743,-0.003704594017094022,0.04850516381766381,0.021029840056232985
30,25,0.7339487179487181,0.6862222222222223,0.04772649572649573,0.018049572649572652,0.07966153846153848,0.003685474395751953
60,12,0.7549857549857549,0.7018518518518518,0.05313390313390314,0.007542735042735017,0.10242521367521366,0.026123046875
