patient,capacity,arm,test_acc,train_acc,n_params,n_train_effective,params_per_train,fit_time_s
patient5,HGB_370,cal_only,0.8547008547008547,1.0,2338,432,5.412037037037037,1.5050690174102783
patient5,HGB_370,gm_plus_cal,0.8376068376068376,0.9962960012744941,37500,100432,0.37338696829695717,33.49213981628418
patient5,MLP_small,cal_only,0.6837606837606838,0.9375,128259,432,296.8958333333333,0.1067650318145752
patient5,MLP_small,gm_plus_cal,0.8205128205128205,0.9928608411661621,128259,143200,0.895663407821229,30.523863792419434
patient5,MLP_big,cal_only,0.7863247863247863,1.0,1069315,432,2475.266203703704,2.4986648559570312
patient5,MLP_big,gm_plus_cal,0.7350427350427351,0.9986757208857735,1069315,143200,7.467283519553073,700.4128398895264
patient6,LDA_16,cal_only,0.7777777777777778,0.9768518518518519,51,432,0.11805555555555555,0.009962797164916992
patient6,LDA_16,gm_plus_cal,0.6923076923076923,0.6739684562689183,51,100432,0.0005078062768838617,0.14289212226867676
patient6,HGB_370,cal_only,0.6581196581196581,1.0,2338,432,5.412037037037037,1.3087518215179443
patient6,HGB_370,gm_plus_cal,0.8461538461538461,0.9957981519834316,37500,100432,0.37338696829695717,22.94417095184326
patient6,MLP_small,cal_only,0.6495726495726496,0.9606481481481481,128259,432,296.8958333333333,0.09890294075012207
patient6,MLP_small,gm_plus_cal,0.7435897435897436,0.990998884817588,128259,143200,0.895663407821229,22.83921718597412
patient6,MLP_big,cal_only,0.7435897435897436,1.0,1069315,432,2475.266203703704,2.5961272716522217
patient6,MLP_big,gm_plus_cal,0.7435897435897436,0.9995818065955074,1069315,143200,7.467283519553073,722.6690540313721
patient7,LDA_16,cal_only,0.9572649572649573,0.9930555555555556,51,432,0.11805555555555555,0.010764122009277344
patient7,LDA_16,gm_plus_cal,0.3418803418803419,0.6732515532897881,51,100432,0.0005078062768838617,0.1460280418395996
patient7,HGB_370,cal_only,0.9743589743589743,1.0,1734,432,4.013888888888889,0.9301028251647949
patient7,HGB_370,gm_plus_cal,0.9145299145299145,0.995897721841644,37500,100432,0.37338696829695717,24.494829177856445
patient7,MLP_small,cal_only,0.6837606837606838,0.9375,128259,432,296.8958333333333,0.0683739185333252
patient7,MLP_small,gm_plus_cal,0.9743589743589743,0.9950414210610165,128259,143200,0.895663407821229,35.299535036087036
patient7,MLP_big,cal_only,1.0,1.0,1069315,432,2475.266203703704,2.250401020050049
patient7,MLP_big,gm_plus_cal,0.9658119658119658,0.9987653337581647,1069315,143200,7.467283519553073,734.9293279647827
patient8,LDA_16,cal_only,0.9401709401709402,0.9976851851851852,51,432,0.11805555555555555,0.010308980941772461
patient8,LDA_16,gm_plus_cal,0.3333333333333333,0.6720069300621316,51,100432,0.0005078062768838617,0.14764904975891113
patient8,HGB_370,cal_only,0.9658119658119658,1.0,1050,432,2.4305555555555554,0.790118932723999
patient8,HGB_370,gm_plus_cal,0.9658119658119658,0.9965947108491318,37500,100432,0.37338696829695717,23.478084802627563
patient8,MLP_small,cal_only,0.9829059829059829,1.0,128259,432,296.8958333333333,0.0938119888305664
patient8,MLP_small,gm_plus_cal,0.9401709401709402,0.9968336785088419,128259,143200,0.895663407821229,35.12743592262268
patient8,MLP_big,cal_only,0.9914529914529915,1.0,1069315,432,2475.266203703704,2.31632924079895
patient8,MLP_big,gm_plus_cal,0.9572649572649573,0.9995021507089374,1069315,143200,7.467283519553073,47320.05030298233
patient9,LDA_16,cal_only,0.9401709401709402,0.9930555555555556,51,432,0.11805555555555555,0.011214971542358398
patient9,LDA_16,gm_plus_cal,0.717948717948718,0.672773617970368,51,100432,0.0005078062768838617,0.14700794219970703
patient9,HGB_370,cal_only,0.8290598290598291,1.0,2084,432,4.824074074074074,1.0001249313354492
patient9,HGB_370,gm_plus_cal,0.8376068376068376,0.9962960012744941,37500,100432,0.37338696829695717,23.654550075531006
patient9,MLP_small,cal_only,0.7350427350427351,0.9768518518518519,128259,432,296.8958333333333,0.10231208801269531
patient9,MLP_small,gm_plus_cal,0.9145299145299145,0.9892862832563326,128259,143200,0.895663407821229,19.054446935653687
patient9,MLP_big,cal_only,0.7692307692307693,1.0,1069315,432,2475.266203703704,1.9972050189971924
patient9,MLP_big,gm_plus_cal,0.9145299145299145,0.9996813764537199,1069315,143200,7.467283519553073,646.0174889564514
patient10,LDA_16,cal_only,0.8461538461538461,0.9837962962962963,51,432,0.11805555555555555,0.009938955307006836
patient10,LDA_16,gm_plus_cal,0.23076923076923078,0.6721164569061654,51,100432,0.0005078062768838617,0.14547204971313477
patient10,HGB_370,cal_only,0.7350427350427351,1.0,1904,432,4.407407407407407,0.7264132499694824
patient10,HGB_370,gm_plus_cal,0.7008547008547008,0.9964652700334554,37500,100432,0.37338696829695717,22.488913774490356
patient10,MLP_small,cal_only,0.6752136752136753,0.9652777777777778,128259,432,296.8958333333333,0.10466599464416504
patient10,MLP_small,gm_plus_cal,0.8717948717948718,0.9942448621953163,128259,143200,0.895663407821229,36.21633195877075
patient10,MLP_big,cal_only,0.905982905982906,1.0,1069315,432,2475.266203703704,1.9630868434906006
patient10,MLP_big,gm_plus_cal,0.811965811965812,0.9985960649992034,1069315,143200,7.467283519553073,669.4691770076752
