leftout_subject,n_train_windows,n_calib_windows,n_eval_windows,acc_no_cal,f1_no_cal,acc_with_cal,f1_with_cal,delta_acc,fit_time_s_no_cal,fit_time_s_with_cal,dataset
subj1,4157,63,64,1.0,1.0,1.0,1.0,0.0,0.6221108436584473,0.6308460235595703,uciemg
