leftout_subject,n_train_windows,n_calib_windows,n_eval_windows,acc_no_cal,f1_no_cal,acc_with_cal,f1_with_cal,delta_acc,fit_time_s_no_cal,fit_time_s_with_cal,dataset
subj20,4159,62,63,1.0,1.0,1.0,1.0,0.0,0.6295711994171143,0.4778449535369873,uciemg
